"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","dv_selection_rec"
"D2PCD8cEC94T",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",1,23,"1: male",NA,"None"
"DkRaPm9Y4392",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,51,"2: female",NA,"not-Ysym"
"DtC4Sj8wxtcL",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",0,41,"1: male",NA,"Ysym"
"EuqdJGZi1fJw",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,51,"1: male",NA,"not-Ysym"
"FckMkIGvaa6g",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,57,"1: male","No errors.  All was clear.","not-Ysym"
"GQY0ZnmeXdsq",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,41,"2: female","none","not-Ysym"
"L4S7g11BBw5f",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",1,35,"1: male","n/a","None"
"LgiMLBtY0uP8",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",0,55,"1: male",NA,"Ysym"
"ONGqobwVTq0Z",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,69,"2: female",NA,"not-Ysym"
"OpqZedEMryBB",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,42,"1: male","none was found","not-Ysym"
"R8eqW5TDtZEP",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,25,"1: male",NA,"not-Ysym"
"VmyDsT1N0e9S",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,35,"1: male",NA,"not-Ysym"
"WSu7aUCZzYMd",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,33,"1: male",NA,"not-Ysym"
"X72tpyurw6BC",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,58,"2: female",NA,"not-Ysym"
"YEw2l7t2zzRw",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",0,29,"2: female",NA,"Ysym"
"ZLlgz7DvdhJy",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,65,"1: male","ALL SEEMED OK","not-Ysym"
"gYrgNSc6UTyH",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,41,"2: female",NA,"not-Ysym"
"ik2Bi8385hwv",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,43,"2: female",NA,"not-Ysym"
"jF99Jp6x0TSY",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,26,"1: male","n.a","not-Ysym"
"jfMDUshMcQyt",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",1,38,"2: female",NA,"None"
"kijv408YIV6a",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",1,26,"1: male","none","None"
"nnFTogPfFXtL",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,34,"2: female",NA,"not-Ysym"
"ojZfgbd8Hj30",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,30,"1: male",NA,"not-Ysym"
"rkYkHlMwWjU1",3,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_90_Rotation.svg",2,36,"2: female",NA,"not-Ysym"
"1mXdSGJyAp6R",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,21,"2: female","none","not-Ysym"
"4SJx8SUZ0G8g",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,31,"1: male",NA,"not-Ysym"
"CcfgoZM35w7M",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",1,54,"1: male","None.","None"
"ErlVFv51OURU",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,35,"1: male",NA,"not-Ysym"
"HzybXKjVsju3",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,29,"2: female",NA,"not-Ysym"
"IZ2WxuXBYTMa",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,31,"1: male",NA,"not-Ysym"
"KjQEDRqYQKzj",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,70,"1: male","No errors","not-Ysym"
"OCN8gyA1sSO8",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,50,"1: male",NA,"not-Ysym"
"P65hEbVg3ACL",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",1,18,"1: male",NA,"None"
"PYq1vqH1DHUX",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,34,"2: female",NA,"not-Ysym"
"RQ5dNWbrwj2R",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,28,"1: male","None","not-Ysym"
"U6pVOhzvdaSP",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,36,"2: female",NA,"not-Ysym"
"UgpOrefFlDjW",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,62,"2: female",NA,"not-Ysym"
"WRio89KSV7xa",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,35,"1: male",NA,"not-Ysym"
"WjowWx1hftRS",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,60,"1: male","none","not-Ysym"
"XKdv6glRecax",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,30,"1: male",NA,"not-Ysym"
"aZokbphQ4pOC",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,54,"2: female",NA,"not-Ysym"
"bx0O0F8waB2h",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,35,"2: female","no errors","not-Ysym"
"eBEay110867A",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",0,43,"2: female",NA,"Ysym"
"fJ9c5Q82uR7r",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",0,32,"1: male",NA,"Ysym"
"lIOrirdUOeB4",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,28,"1: male","no errors","not-Ysym"
"nws1CoMWxqUU",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,36,"1: male",NA,"not-Ysym"
"p67E3Uv9dDCx",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",1,67,"2: female",NA,"None"
"pltX5IS96pz1",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,25,"4: prefer not to say",NA,"not-Ysym"
"qK175wdvsVFM",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,25,"1: male",NA,"not-Ysym"
"qkcjHTpgdlc7",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,37,"1: male",NA,"not-Ysym"
"s0ETBBMQsQpx",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,37,"1: male","no errors","not-Ysym"
"t1ag6zLGznZp",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",1,73,"1: male",NA,"None"
"tVUj0yWl4MZu",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",2,46,"1: male",NA,"not-Ysym"
"zoGbOf0OTT2X",4,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_180_Rotation.svg",0,47,"2: female",NA,"Ysym"
"0ml0epsSgqeO",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,55,"2: female",NA,"not-Ysym"
"5bcT47YSN0RK",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,25,"3: non-binary",NA,"not-Ysym"
"8n1sRFohZaaq",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",1,54,"1: male",NA,"None"
"AwNILh0id68l",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,33,"1: male","I think it would have been nice if I had the opportunity to go back and remind myself the original orientation of the first shape I saw. I have doubts about my recall as the level of encoding I did at first was, frankly, superficial (i.e., I recall thinking, ""oh, it's a black triangle"" without noting its specific orientation, as I did not know I would be comparing it to yet another black triangle of comparable size differing only in orientation). 

PLEASE KNOW: My intention was to pick a symbol of different orientation as my best guess for which symbol is emitting a different intensity of alpha radiation.","not-Ysym"
"BbRRXaw4hE19",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,22,"2: female",NA,"not-Ysym"
"BmX0yL9pVXVC",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,31,"2: female",NA,"Ysym"
"CCjSslDlamKp",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,36,"2: female","None","not-Ysym"
"D67hFzf1Oyy4",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,33,"1: male",NA,"Ysym"
"DAbUj941EkLJ",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",1,31,"1: male",NA,"None"
"E2wAZfQuWpAn",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,51,"1: male",NA,"Ysym"
"G2oe5hnBsJOF",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,39,"2: female",NA,"not-Ysym"
"Hn4P6EUZLswp",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,23,"2: female",NA,"not-Ysym"
"IbQrwgUYhLNR",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,31,"2: female",NA,"Ysym"
"OTSL9PeOtkx3",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,67,"1: male","No errors during the study.","not-Ysym"
"OumKxbdXnxhs",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,24,"1: male",NA,"Ysym"
"PKSjvg8iBmtf",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,50,"2: female",NA,"not-Ysym"
"QzW0FhqTOrQW",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,31,"1: male","None","not-Ysym"
"UHPB8q0eHbFh",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,57,"1: male","none","not-Ysym"
"ZBBEJfZSzrWJ",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,36,"2: female",NA,"not-Ysym"
"ZLlOzxSMyuib",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,47,"1: male",NA,"not-Ysym"
"aoc4WzhDKzBz",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,34,"1: male",NA,"not-Ysym"
"chXEcsm9PclN",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,47,"1: male",NA,"not-Ysym"
"d3ZPCfvNTden",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,23,"1: male",NA,"not-Ysym"
"dPHl3DwV0uDh",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,53,"1: male",NA,"Ysym"
"dcX9ptXBnwxo",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,24,"1: male","none","Ysym"
"fUfLuu5EupFM",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,43,"2: female",NA,"not-Ysym"
"mi3FNtOFTHj2",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,28,"2: female","I didn't experience any, everything worked great!","not-Ysym"
"qHdBUef9l6pQ",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,33,"1: male",NA,"Ysym"
"uKWMoO9JqxiH",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",2,35,"1: male",NA,"not-Ysym"
"z46VWcw6dlaO",5,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_X_Symmetry.svg",0,29,"1: male",NA,"Ysym"
"0Fd4hfsz4cLy",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",1,31,"1: male",NA,"None"
"0gtuAySPY6Op",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,40,"1: male",NA,"not-Ysym"
"1LP8x1IARrCy",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",0,21,"1: male","none","Ysym"
"3mVlO3KyvCDR",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,43,"2: female","none","not-Ysym"
"40cfH8oaZvXz",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,35,"2: female",NA,"not-Ysym"
"A7gru1Xq9aX2",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",0,50,"1: male","n/a","Ysym"
"CPlQB71MqDXk",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",1,53,"2: female","none","None"
"DmsxfXHYEZPN",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",0,51,"1: male",NA,"Ysym"
"F8VZd7cKTKl9",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,35,"2: female",NA,"not-Ysym"
"G8XTK0crSSr2",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,25,"2: female",NA,"not-Ysym"
"IYLOkd2Brh49",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",1,55,"1: male","n/a","None"
"MUorZ8oljUob",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,53,"2: female",NA,"not-Ysym"
"STrntbXJfDHb",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,40,"1: male","none","not-Ysym"
"VBQfDK2IoO9J",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",0,41,"1: male",NA,"Ysym"
"VTRfLx21pAIn",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",2,27,"1: male","no errors","not-Ysym"
"WWnqPBhsJCK1",6,"1: I confirm","1: I will take it seriously","left","img/2D_Left_Y_Symmetry_Y_Translation.svg",0,46,"2: female",NA,"Ysym"
