"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","dv_selection_rec"
"dzhFkIfYGati",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,27,"1: male",NA,"not-Ysym"
"e2vq60aG4eHu",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,37,"2: female",NA,"not-Ysym"
"h16vutq3DDrt",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,55,"2: female",NA,"not-Ysym"
"i8kmbhFTaADd",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,45,"1: male","No issues.","not-Ysym"
"jPjOsiailrri",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,35,"1: male","Everything was fine. No errors whatsoever.","Ysym"
"kFDvLeTLvc9J",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,32,"1: male",NA,"not-Ysym"
"nCgLZWxD1mqq",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,21,"2: female",NA,"not-Ysym"
"nFeBviPBcNzT",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,47,"1: male",NA,"not-Ysym"
"qxQpniwClKvq",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,37,"2: female",NA,"not-Ysym"
"tBUmyd4YaHQ6",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,36,"1: male",NA,"not-Ysym"
"tlRRIHO8VGAv",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,25,"1: male","no errors, quick and simple","None"
"uHglL6UZgSWb",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,41,"2: female",NA,"not-Ysym"
"wgrHmjbmyaR2",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,42,"1: male","Thank you.","not-Ysym"
"yjPyrWVLDhGe",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,21,"1: male",NA,"not-Ysym"
"ytEdoKD6sMHI",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,64,"2: female",NA,"not-Ysym"
"3G9jsprpwAVz",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,35,"2: female",NA,"not-Ysym"
"4DRS2oPDXEYF",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,33,"2: female","N/A","not-Ysym"
"4QysRKLSKTsz",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,25,"1: male",NA,"not-Ysym"
"7S0ZGNnGkSxQ",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,21,"1: male",NA,"not-Ysym"
"AdCqcgnpg7ib",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,28,"2: female",NA,"not-Ysym"
"BLBdszw02Ra9",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,42,"2: female",NA,"None"
"Bcp3nGWt3ran",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,21,"1: male",NA,"None"
"DEh8T4lbfDPN",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,55,"1: male",NA,"not-Ysym"
"Dr7ayhUzUkF3",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,41,"1: male","No terrors, everything went ok","Ysym"
"FyWoQ0OSpCzt",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,36,"1: male",NA,"not-Ysym"
"LM4Gg8L9D5tg",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,33,"2: female",NA,"Ysym"
"LVR0i9aziPed",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,24,"2: female",NA,"not-Ysym"
"MaXP2haDZK9m",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,41,"1: male",NA,"not-Ysym"
"MhO9rvddsL2J",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,27,"1: male",NA,"not-Ysym"
"OjzpFvVhyxLt",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,37,"2: female","no","Ysym"
"Q0wCIUIK2Quh",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,32,"2: female",NA,"not-Ysym"
"TuIbJmJLpxuf",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,54,"2: female",NA,"not-Ysym"
"Vo23XMdHtRQT",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,43,"2: female","None","not-Ysym"
"YOI2eMLqpGHD",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,62,"1: male",NA,"None"
"c53wguHMPtzf",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,26,"2: female",NA,"None"
"dr5EcnpEvfYV",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,50,"1: male",NA,"not-Ysym"
"eTwvMiWVRc9X",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,50,"2: female",NA,"None"
"hE17F0FLL7N4",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,29,"2: female",NA,"None"
"jZOVqYj97U4f",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,58,"1: male","None","not-Ysym"
"jbof3xk72uLF",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,28,"2: female",NA,"not-Ysym"
"jojOYiNCbGy6",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,28,"1: male",NA,"None"
"k8uJdDvjHzxU",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,36,"2: female",NA,"not-Ysym"
"nsY8kVQD7RBm",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,44,"1: male",NA,"not-Ysym"
"ntv3MiMOyZCO",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,40,"2: female",NA,"None"
"og6J5iBaM5HY",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,50,"2: female",NA,"not-Ysym"
"23X3p3PbKKQy",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,72,"1: male",NA,"Ysym"
"2gMvWia6D07M",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,33,"2: female",NA,"Ysym"
"3PtU6iFqonVv",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,22,"2: female",NA,"not-Ysym"
"4kJT4zf5Tx7z",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,26,"1: male","no errors.","not-Ysym"
"5ZBzvlVQOwpr",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,18,"2: female",NA,"not-Ysym"
"6Iuv97CkuNMd",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,35,"2: female","n/a thank you","not-Ysym"
"AoYi9nSy5dFN",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,19,"1: male",NA,"not-Ysym"
"BJFwjAgIBDHE",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,25,"2: female","nothing was an issue","not-Ysym"
"CDx9aIVNC3t9",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,39,"1: male","NONE","not-Ysym"
"COqI3MJjRc40",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,36,"1: male","n/a","not-Ysym"
"KXM2Rk8TWWt7",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,52,"2: female","No errors","not-Ysym"
"LMqV47SeNj24",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,27,"1: male",NA,"not-Ysym"
"MGZyQg2CSTG4",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,47,"1: male",NA,"not-Ysym"
"Phm5P61AEnCE",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,41,"2: female",NA,"not-Ysym"
"QvdxQ0AAe234",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,22,"1: male",NA,"Ysym"
"RZtjiZ5wTOfy",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,20,"1: male",NA,"Ysym"
"RtGoZfa3u2ll",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,24,"1: male",NA,"not-Ysym"
"SUH6jnkL1uHH",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,30,"1: male",NA,"Ysym"
"TxKGw3VoP87U",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,25,"1: male",NA,"None"
"VhSURqZs5zxB",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,33,"2: female",NA,"Ysym"
"WCz8QyEdOKXm",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,39,"2: female",NA,"Ysym"
"Wq87VGuBObkZ",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,22,"2: female",NA,"not-Ysym"
"Zkh0pLhCqejl",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,39,"1: male",NA,"not-Ysym"
"awex4rNWT07k",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,32,"3: non-binary",NA,"not-Ysym"
"d4aYNnPdI7Fz",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,49,"1: male",NA,"not-Ysym"
"qekGzUcuvq0M",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,24,"1: male",NA,"Ysym"
"sU6oUcRm6ENq",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,32,"2: female",NA,"not-Ysym"
"vbtZUq17AD74",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,71,"2: female","none","not-Ysym"
"vveocV3vYE3M",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,40,"1: male",NA,"not-Ysym"
"zyWeeHLHMMQn",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,18,"1: male","None","Ysym"
"3tlfyWByRTLN",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,47,"2: female","no issues","not-Ysym"
"4AUaQ6Q6nw1S",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,44,"2: female",NA,"not-Ysym"
"4Ev3SJJRn3kt",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,44,"1: male","I didn't come across any errors, thanks.","not-Ysym"
"4FMVdBxA7cji",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,23,"2: female",NA,"not-Ysym"
"63zHTQixFZXp",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,24,"2: female",NA,"not-Ysym"
"6WNPMY1Oyqvh",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,34,"2: female",NA,"not-Ysym"
"6okhMqn4DFAS",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,57,"2: female","No errors","not-Ysym"
"84CfT2nQSER1",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,30,"1: male",NA,"not-Ysym"
"9GJdtcRInz9e",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",0,45,"1: male",NA,"Ysym"
"FOGJeCrQZfgx",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,47,"1: male",NA,"not-Ysym"
"Gqlfdk1QO5pU",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,41,"1: male",NA,"not-Ysym"
"HFmghDKI7Lk2",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,41,"1: male",NA,"not-Ysym"
"HvQDhbo6Cz8F",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,33,"2: female",NA,"not-Ysym"
"Jz8ihTRFvf38",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,20,"1: male",NA,"not-Ysym"
"KjCSbm2nOMNv",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",1,31,"1: male",NA,"None"
"UdEAwFi5iS08",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,54,"2: female",NA,"not-Ysym"
"VWfJFEHj6Hl0",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",0,29,"2: female","na","Ysym"
"Wanj8StKPGyV",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,33,"1: male",NA,"not-Ysym"
"XRjSUX3wQeFL",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,43,"2: female",NA,"not-Ysym"
"Y5TPHoAB3sUO",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,23,"2: female",NA,"not-Ysym"
"bitvpOuwGawl",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,26,"2: female",NA,"not-Ysym"
"boPMN6FLse4n",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",0,23,"1: male",NA,"Ysym"
"iIThv133scXq",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,38,"1: male","N/A","not-Ysym"
"jnoAksBjIKCT",6,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Y_Translation.svg",2,73,"2: female",NA,"not-Ysym"
