"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","dv_selection_rec"
"MwXteDL4kkYB",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,43,"2: female",NA,"not_Ysym"
"ojpTsajI7WTp",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,41,"2: female",NA,"Ysym"
"PHhzrf2DZGn1",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,25,"1: male",NA,"not_Ysym"
"PZ2SNCFJSalc",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,34,"2: female","none","not_Ysym"
"ui3CShTITuiM",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,36,"2: female","None, all worked well","not_Ysym"
"WMhNLnoWDThC",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,38,"1: male",NA,"not_Ysym"
"XPOI6hNhc8iX",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,29,"1: male",NA,"not_Ysym"
"yBEn4fk02ELz",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,63,"2: female",NA,"not_Ysym"
"09M1gykU74kc",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,27,"2: female",NA,"Ysym"
"0vwclqPEU1FX",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,43,"1: male",NA,"Ysym"
"4lfZgaFhMC00",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,36,"1: male",NA,"Ysym"
"5Ve55Cctn3tS",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,61,"2: female","I didn't notice any errors.","Ysym"
"8fmtbq4I3V0o",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,42,"1: male",NA,"Ysym"
"aKXmJMPvv0xo",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,52,"2: female",NA,"Ysym"
"AviFua1SgRy5",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,46,"2: female","none","Ysym"
"b9N7reEg5NgD",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,35,"2: female","None","Ysym"
"BY7c6hnbVw3a",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,52,"1: male",NA,"not_Ysym"
"csXoqmaTxWng",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,32,"1: male",NA,"Ysym"
"dmAibd6Dl0gU",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,44,"1: male",NA,"not_Ysym"
"DPwah1aHjZyQ",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,45,"1: male","No errors. Everything ran smoothly.","Ysym"
"eJoKgYo5VPHK",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,46,"2: female","nothing","Ysym"
"FgOQ3rok9nMj",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,36,"2: female",NA,"not_Ysym"
"HeBqrwZkm4ne",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,20,"1: male",NA,"Ysym"
"HNodeBXrUdv7",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,32,"2: female",NA,"not_Ysym"
"IJOjnmcR1n8Q",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,41,"2: female",NA,"not_Ysym"
"Ix06Mu5kLSaZ",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,53,"2: female","none","Ysym"
"jXOL7HnVS3jQ",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,43,"1: male","There were no material errors, but the grammar was confusing","Ysym"
"k83WpGodzDtN",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,26,"2: female",NA,"Ysym"
"kuT6UVP7lXLD",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,39,"2: female",NA,"Ysym"
"mQOUP40s3Pe4",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,21,"2: female",NA,"Ysym"
"nPAmfL1JRbji",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,39,"1: male","no errors","Ysym"
"Nq1OHmI0Pg3O",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,35,"2: female",NA,"Ysym"
"RjRTKt4hv32U",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,39,"1: male",NA,"not_Ysym"
"rKelMBHKhZsw",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,19,"1: male",NA,"Ysym"
"tAPUjSAMI90D",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,22,"2: female",NA,"Ysym"
"WKrVX7B7CYfu",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,38,"1: male","no errors","not_Ysym"
"xrF4GgjLurMs",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,60,"1: male","grammar was a bit off in the question about the 2 objects","Ysym"
"YL6dkBEII6rp",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,35,"1: male",NA,"not_Ysym"
"zaKa67SCqoV0",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,52,"1: male","None","not_Ysym"
