"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","dv_selection_rec","Transformation","Side","selection_rec"
"Jvc7zXgKbTVT",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,63,"2: female",NA,"None","Y-Tran.","right","None"
"KCQdF6Hij6TO",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,31,"1: male",NA,"not-Ysym","Y-Tran.","right","Not-Y-Refl."
"LtkUv2k4Ygng",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,41,"1: male",NA,"Ysym","Y-Tran.","right","Y-Refl."
"N8sWmyncXs39",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,21,"2: female",NA,"not-Ysym","Y-Tran.","right","Not-Y-Refl."
"O3hHgFXm6A44",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,20,"2: female","no problems for me","Ysym","Y-Tran.","right","Y-Refl."
"Ri9KD8sJwg0x",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,40,"2: female",NA,"None","Y-Tran.","right","None"
"TA2h9XmHlSvU",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,45,"2: female",NA,"not-Ysym","Y-Tran.","right","Not-Y-Refl."
"XU2nFTzrZbvL",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,28,"2: female",NA,"Ysym","Y-Tran.","right","Y-Refl."
"YXbcw0AVlEEs",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,57,"2: female","All good","None","Y-Tran.","right","None"
"Z7qd1FBo0Far",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,38,"1: male",NA,"None","Y-Tran.","right","None"
"ZaV9KoEOIOBN",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,20,"1: male","N/A","None","Y-Tran.","right","None"
"aI4FQDVJwgJy",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,37,"1: male",NA,"None","Y-Tran.","right","None"
"eVV9EYtWUFLo",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,22,"1: male",NA,"None","Y-Tran.","right","None"
"hU4npW51q6ZU",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,21,"2: female",NA,"None","Y-Tran.","right","None"
"mZ6vnls9Ucqw",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,61,"1: male","NONE","Ysym","Y-Tran.","right","Y-Refl."
"n7cWSy7s3AJH",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",1,23,"1: male",NA,"None","Y-Tran.","right","None"
"nhUGn1MyvQcN",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,31,"2: female",NA,"Ysym","Y-Tran.","right","Y-Refl."
"oci7EcUYT89N",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,31,"2: female",NA,"not-Ysym","Y-Tran.","right","Not-Y-Refl."
"pXOMBOLRxd39",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,36,"2: female","None","Ysym","Y-Tran.","right","Y-Refl."
"pssnYocNNw2M",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",0,18,"1: male",NA,"not-Ysym","Y-Tran.","right","Not-Y-Refl."
"rgHO9HdFp4vi",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,44,"1: male",NA,"Ysym","Y-Tran.","right","Y-Refl."
"rpUmRvbRIHIP",13,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_Y_Translation.svg",2,51,"1: male",NA,"Ysym","Y-Tran.","right","Y-Refl."
"0m7u8LxRYzgJ",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,42,"1: male",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"1JYSMsZIXmnY",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,26,"2: female","no","not-Ysym","X-Tran.","right","Not-Y-Refl."
"2HT9R8vISk6C",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,48,"2: female","no issues to report","Ysym","X-Tran.","right","Y-Refl."
"2KYWPvm9GhdO",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,19,"1: male",NA,"None","X-Tran.","right","None"
"3JnkGPYPEvuh",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,29,"1: male",NA,"None","X-Tran.","right","None"
"5jnZbCz1bP6E",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,27,"1: male","After the 1st section of the slide show, after I clicked ""continue"" an image flashed up that seemed relevant to the study, but then the 2nd slide appeared and it was gone. Not sure if this was an error or not.

Also, on the final slide, the slide I had to make a choice on, the images of the robot arms only popped into frame after a scrolled down to fully see the options, so I am not sure if there would have been any details that I missed on other slides that did not fully load, as happened on the last one.","Ysym","X-Tran.","right","Y-Refl."
"6Sn6vnooU2WW",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,40,"1: male","None found","not-Ysym","X-Tran.","right","Not-Y-Refl."
"83GrIwCclb5l",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,24,"2: female",NA,"Ysym","X-Tran.","right","Y-Refl."
"8KfWuh4BEyzE",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,28,"1: male",NA,"Ysym","X-Tran.","right","Y-Refl."
"8iuwGq1wiSpk",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,21,"2: female",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"AahNQKzB7hBG",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,67,"1: male","no errors to report","None","X-Tran.","right","None"
"BFw4R3wmvfy4",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,24,"1: male",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"ERouYgGXYfr5",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,45,"2: female","No there were none at all except in one of the pictures the rover wasn't actually picking up the cup and didn't really show that where as you could see the other rover on the right picking it up correctly. Thank you","not-Ysym","X-Tran.","right","Not-Y-Refl."
"N8ypbtLK5Kx0",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,33,"1: male",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"O0uEHfF7PJIX",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,42,"1: male",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"PQM6x0ifm8iX",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,40,"2: female",NA,"None","X-Tran.","right","None"
"X9HpWLS2Pg8h",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,23,"2: female",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"YEk6aKL2GoCU",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,45,"1: male",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"YiuVRu7AfVki",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,65,"1: male","No errors, all clear and easy to understand, thank you.","None","X-Tran.","right","None"
"dP0mohqfRojU",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,22,"1: male",NA,"Ysym","X-Tran.","right","Y-Refl."
"e3SSzcVXYd1U",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,30,"1: male","N.A","None","X-Tran.","right","None"
"m2gzTDTd1HEd",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,55,"1: male",NA,"None","X-Tran.","right","None"
"mhWTdJtF64w1",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,19,"1: male",NA,"Ysym","X-Tran.","right","Y-Refl."
"nrJYVqNOQqT2",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,58,"2: female","I encountered no problems that I could see","None","X-Tran.","right","None"
"nviaxkh7DSyD",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,60,"2: female",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"pqKY8MPnVy4G",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,54,"1: male",NA,"None","X-Tran.","right","None"
"qpLa87atzDNX",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,70,"2: female",NA,"not-Ysym","X-Tran.","right","Not-Y-Refl."
"w3VWK6h37fMI",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",2,58,"2: female",NA,"Ysym","X-Tran.","right","Y-Refl."
"xfchCTWPdE0E",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",0,49,"2: female","not applicable","not-Ysym","X-Tran.","right","Not-Y-Refl."
"zibJ7xJf3LRk",14,"1: I confirm","1: I will take it seriously","right","img/Right_Y_Symmetry_X_Translation.svg",1,23,"1: male",NA,"None","X-Tran.","right","None"
