"subj_code","condition","desktop_conf","attent_conf","Ysym_side","test_stimulus","dv_selection","age","gender","tech_issues","dv_selection_rec","Transformation","Side","selection_rec"
"0DGgJeOmPWu0",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,21,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"0WADdSthzxz1",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,18,"2: female",NA,"not-Ysym","Size","left","Not-Y-Refl."
"3q0dMcshQfv1",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",0,40,"1: male",NA,"Ysym","Size","left","Y-Refl."
"89HcF2oUEjIU",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,25,"1: male","No errors found","not-Ysym","Size","left","Not-Y-Refl."
"90Cpsk7SH8pz",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,40,"2: female",NA,"not-Ysym","Size","left","Not-Y-Refl."
"9qaG04Cayhoy",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,50,"2: female","Severely underpaying. I almost returned it but I was invested in the story.","not-Ysym","Size","left","Not-Y-Refl."
"AtAd0U8oEK4A",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,29,"2: female","none","not-Ysym","Size","left","Not-Y-Refl."
"H2mIawdf3nuP",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,25,"2: female",NA,"not-Ysym","Size","left","Not-Y-Refl."
"IFy65Q0ROtpC",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,28,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"JCmTgZvRzwND",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,63,"2: female",NA,"not-Ysym","Size","left","Not-Y-Refl."
"MAiVJxBqHgzW",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,29,"2: female","I came across no issues.","not-Ysym","Size","left","Not-Y-Refl."
"NiHfYElxBpuc",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",1,29,"1: male",NA,"None","Size","left","None"
"PETEOiqNLHgR",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,37,"1: male","NIL","not-Ysym","Size","left","Not-Y-Refl."
"Pus4VtIDJWW8",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,20,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"TVX5lgK4Mgft",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,36,"1: male","No errors that I could see, maybe the rover on the right didn't pick up the mug properly?","not-Ysym","Size","left","Not-Y-Refl."
"VHCKxQQ8xhDV",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",1,28,"1: male",NA,"None","Size","left","None"
"Y6ulUeG9RVjY",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,26,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"YAYKkMa971lC",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",1,48,"1: male",NA,"None","Size","left","None"
"dFiEk9tCqA4J",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,62,"2: female",NA,"not-Ysym","Size","left","Not-Y-Refl."
"gdQfjEzCmuhl",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,30,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"gze2WSd4ZQH5",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",0,46,"2: female",NA,"Ysym","Size","left","Y-Refl."
"jgeAOPJ4M2VQ",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,53,"2: female","none","not-Ysym","Size","left","Not-Y-Refl."
"lGHAdSHpiCa8",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,20,"2: female",NA,"not-Ysym","Size","left","Not-Y-Refl."
"ljIg1hQSk03o",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,20,"1: male","I do not believe I came across any errors in the study.","not-Ysym","Size","left","Not-Y-Refl."
"m1a9eQUWN0wU",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",0,48,"2: female","none thank you","Ysym","Size","left","Y-Refl."
"m5Mwg6djWdXv",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,27,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"uQ24BXOn1sbq",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,64,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"wGrDdVNBdAy6",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,51,"1: male","none","not-Ysym","Size","left","Not-Y-Refl."
"yGKwsufhqaxn",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,32,"3: non-binary","None","not-Ysym","Size","left","Not-Y-Refl."
"zLDWo94GtNhe",1,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Big.svg",2,30,"1: male",NA,"not-Ysym","Size","left","Not-Y-Refl."
"0EmrjTjdcKdN",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,26,"2: female","N/A","not-Ysym","Shape","left","Not-Y-Refl."
"35kV8e7QINIV",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,47,"1: male","No errors or technical issues encountered.","not-Ysym","Shape","left","Not-Y-Refl."
"4z7q0PMyTxos",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,60,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"609DpwvLiQwj",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,27,"1: male",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"67Q8HJ3bWA8I",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,33,"2: female",NA,"Ysym","Shape","left","Y-Refl."
"6sjJPjlrAoUD",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,27,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"70r1vM8v1xZ0",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,58,"1: male","none","not-Ysym","Shape","left","Not-Y-Refl."
"9dDlRyl9WPYH",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,27,"1: male","I didnt notice any spelling errors whether that was in the scenories or the question to continue. There was not any technical issue. I was able to move onto the next scenorio without an issue. The comparision of photos were easily identified. Wording on the question to continue could be worded better but not a huge difference as i understood it","Ysym","Shape","left","Y-Refl."
"AYCCD1MKCSRE",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,64,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"MCVd6FHwBQvQ",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,44,"1: male","n/a","not-Ysym","Shape","left","Not-Y-Refl."
"N2oV9HtTIzrn",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,21,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"NFiDgJoVu7qY",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,22,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"OOw3MiRmvtYH",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,40,"2: female","None","not-Ysym","Shape","left","Not-Y-Refl."
"OZnpSNwl9iwZ",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",1,68,"2: female",NA,"None","Shape","left","None"
"RrDyvPHgSgcn",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,23,"2: female",NA,"Ysym","Shape","left","Y-Refl."
"UXEl5CLwk7zL",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,44,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"XT7txDdPC8vk",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,47,"2: female","no errors","Ysym","Shape","left","Y-Refl."
"aEGlDs8nqZY9",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,30,"2: female","no","not-Ysym","Shape","left","Not-Y-Refl."
"dOmFcnWisiA5",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,48,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"fd1IrXSv4p8f",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,62,"1: male","Very hard to understand","Ysym","Shape","left","Y-Refl."
"hte6N0Gyf7Fu",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,48,"2: female",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"iM7P6fO3vOtX",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,42,"2: female","none","not-Ysym","Shape","left","Not-Y-Refl."
"mg6zZbZf73Sp",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,35,"1: male",NA,"Ysym","Shape","left","Y-Refl."
"oldJEDcWCD5B",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,39,"1: male",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"pbSVJrgOG3N1",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,34,"1: male","No errors were experienced.","not-Ysym","Shape","left","Not-Y-Refl."
"plENxOwpzSfH",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,34,"1: male","no errors","Ysym","Shape","left","Y-Refl."
"qdR0iguW0uUX",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,39,"2: female","none","not-Ysym","Shape","left","Not-Y-Refl."
"sTCPFDNEelyP",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,36,"1: male",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"sgnGwLPhC8FW",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",0,26,"1: male","none","Ysym","Shape","left","Y-Refl."
"vOgFv63PGm6y",2,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_Angle.svg",2,65,"1: male",NA,"not-Ysym","Shape","left","Not-Y-Refl."
"0oHgSH8PdCWz",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,43,"1: male","NO COMMENTS. ALL GOOD, THANKS.","not-Ysym","90-Rot.","left","Not-Y-Refl."
"0tyUd4kGljgy",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,26,"1: male","Came across no issues.","not-Ysym","90-Rot.","left","Not-Y-Refl."
"6HMX1CdY99zw",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,54,"1: male","All good","Ysym","90-Rot.","left","Y-Refl."
"CVrl72jWCOwK",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,30,"1: male",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"CWohrSDSTQee",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,31,"2: female","None","not-Ysym","90-Rot.","left","Not-Y-Refl."
"FR5WLPN1FWZe",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,35,"1: male","No issues found","not-Ysym","90-Rot.","left","Not-Y-Refl."
"G6C8lUBGA14j",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,50,"2: female","no, none","None","90-Rot.","left","None"
"GATPJidcIaGW",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,59,"1: male",NA,"None","90-Rot.","left","None"
"HjgqOzAkfhYz",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,25,"2: female",NA,"Ysym","90-Rot.","left","Y-Refl."
"JWfLAqQs8szm",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,54,"1: male",NA,"Ysym","90-Rot.","left","Y-Refl."
"P5Csdr6Bjf5r",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,43,"2: female","no errors","not-Ysym","90-Rot.","left","Not-Y-Refl."
"Puxe1wSAsveX",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,45,"1: male",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"Q4fF8VJKQpyJ",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,50,"1: male",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"QcsXpKSnHiv4",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,37,"2: female",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"RUeJNiPk5iTn",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,28,"1: male",NA,"None","90-Rot.","left","None"
"SzlC15Xo4zZb",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,42,"1: male","I had to click on a blank part of the webpage to show the robot images. This seemed like an error, but could have been by design, despite there not being a notification of this.","None","90-Rot.","left","None"
"VV9kso5aE2mw",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,41,"1: male","none","not-Ysym","90-Rot.","left","Not-Y-Refl."
"We0963COfDqs",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,43,"1: male",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"b96hDwYHXfaW",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,24,"1: male","The images sometimes take time to fully load, so it was required for me to wait a little before advancing to see if every image loaded correctly.","None","90-Rot.","left","None"
"bRQF26bRaEJV",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,87,"2: female",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"bTjE7kQ3RYgv",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,45,"2: female",NA,"Ysym","90-Rot.","left","Y-Refl."
"bsPA7zTPMwU0",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,60,"1: male","All good thank you and good luck with your research","not-Ysym","90-Rot.","left","Not-Y-Refl."
"eVswdK6rbB54",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,43,"2: female",NA,"None","90-Rot.","left","None"
"eWDuTClsjSM5",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,28,"2: female",NA,"None","90-Rot.","left","None"
"j58PncHwHLzp",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,48,"2: female","everything was good","not-Ysym","90-Rot.","left","Not-Y-Refl."
"p32Pc0KBLune",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,23,"2: female",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"pCxZEuN95koh",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",2,32,"2: female",NA,"not-Ysym","90-Rot.","left","Not-Y-Refl."
"pF3Llx1BoJ8a",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",1,37,"1: male",NA,"None","90-Rot.","left","None"
"riaEZbNOaELw",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,48,"1: male",NA,"Ysym","90-Rot.","left","Y-Refl."
"uEikhVrGgCBV",3,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation.svg",0,46,"1: male","no errors","Ysym","90-Rot.","left","Y-Refl."
"0ijZqcYpvtrp",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,53,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"0n0rQ1xvp8rd",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,23,"2: female","No errors.","not-Ysym","180-Rot.","left","Not-Y-Refl."
"3IPUkvndDF4O",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,67,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"3cshH4b6yS7t",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,31,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"B0EEvdRbnm7X",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,48,"1: male",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"DkMcWnC9nVaa",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,27,"1: male","No issues while taking the study.","None","180-Rot.","left","None"
"Kld0S2NGfaRh",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,37,"1: male",NA,"Ysym","180-Rot.","left","Y-Refl."
"QAMqVmP7GONh",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,28,"1: male","None","not-Ysym","180-Rot.","left","Not-Y-Refl."
"Qpiz9hvwObUu",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,34,"2: female",NA,"None","180-Rot.","left","None"
"U6YurD7gqwOF",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,39,"1: male",NA,"Ysym","180-Rot.","left","Y-Refl."
"V8sqw4QMBDGK",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,35,"1: male","none","None","180-Rot.","left","None"
"VFVHxjCSsfcI",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,63,"2: female","none","not-Ysym","180-Rot.","left","Not-Y-Refl."
"WGbSiASd543i",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,50,"1: male","everything was clear","None","180-Rot.","left","None"
"WO41LshDbzOx",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,37,"1: male","it all looked good to me!","None","180-Rot.","left","None"
"YGZmaCuA89Fa",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,36,"1: male","did not notice anything wrong anywhere","None","180-Rot.","left","None"
"a8LV8OiUg8iv",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,35,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"aDIUavfJIes4",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,33,"1: male",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"aat87GwUunUE",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,18,"1: male",NA,"Ysym","180-Rot.","left","Y-Refl."
"cHm0eGqFZqFL",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,23,"1: male",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"cN6c1ttAjF4u",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,31,"1: male",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"drg5irS5EniP",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,44,"1: male",NA,"Ysym","180-Rot.","left","Y-Refl."
"iaVefspQRORU",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,42,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"jP7ieQzDAWfq",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,26,"1: male","N/A","not-Ysym","180-Rot.","left","Not-Y-Refl."
"lDCEPj1dntap",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,29,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"oXUZdgBuV0KX",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,33,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"oeDUw7IwMFSh",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,19,"3: non-binary",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"sHB7rXkVhHCv",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",1,25,"1: male","All worked fine","None","180-Rot.","left","None"
"vuNysbpDCxtE",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",2,23,"2: female",NA,"not-Ysym","180-Rot.","left","Not-Y-Refl."
"wXnOTihiv03E",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,23,"1: male",NA,"Ysym","180-Rot.","left","Y-Refl."
"xR4uROwE6KaZ",4,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Rotation_180.svg",0,41,"1: male","No errors","Ysym","180-Rot.","left","Y-Refl."
"0eFpjTfewcM7",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,25,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"2XVLvBZHV4JA",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,20,"1: male",NA,"None","X-Refl.","left","None"
"4OTcV7fTD0Zb",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,34,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"50oydufqrzcM",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,24,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"7I552hrjnEMt",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,38,"2: female","N/A","not-Ysym","X-Refl.","left","Not-Y-Refl."
"98UvCHJ2ea0M",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,35,"1: male","n/a","not-Ysym","X-Refl.","left","Not-Y-Refl."
"9GP8qfwkQ9Sl",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,27,"2: female",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"ACsXkSxHbYMJ",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,33,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"At9gL5xKLwlm",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,36,"2: female",NA,"None","X-Refl.","left","None"
"CoOXLfrWyr0b",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,36,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"CyKdHiBICEkb",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,34,"1: male","No, none","not-Ysym","X-Refl.","left","Not-Y-Refl."
"DkI1PttC4YHe",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,43,"1: male",NA,"None","X-Refl.","left","None"
"EgBJXPbUKaAU",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,63,"2: female",NA,"None","X-Refl.","left","None"
"Jtmh1NwKKGI3",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,48,"1: male","the images didnt load properly. the cups were at angles which didnt look consistent with the arms, or contorted angles of lifting.","not-Ysym","X-Refl.","left","Not-Y-Refl."
"K5gsF5gIdecH",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,25,"1: male","The screen did not pass","not-Ysym","X-Refl.","left","Not-Y-Refl."
"KL45wUhwpf2G",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,47,"2: female",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"MWFqOhsD3t4z",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,48,"2: female",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"NhJOTk3GkZKl",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,50,"1: male","none.   Have a good day","None","X-Refl.","left","None"
"UT5CzrRZDagr",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",0,33,"1: male","None.","Ysym","X-Refl.","left","Y-Refl."
"Vtz0owZDH76i",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,33,"2: female","none","not-Ysym","X-Refl.","left","Not-Y-Refl."
"Y5y3xGDt10WU",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",1,31,"1: male",NA,"None","X-Refl.","left","None"
"ZpRAtfJ8RP5M",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,29,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
"dzRRzQ1uIgJV",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,57,"1: male","no errors","not-Ysym","X-Refl.","left","Not-Y-Refl."
"j8VwcOeAj1d1",5,"1: I confirm","1: I will take it seriously","left","img/Left_Y_Symmetry_X_Symmetry.svg",2,67,"1: male",NA,"not-Ysym","X-Refl.","left","Not-Y-Refl."
